Level,Date and Time,Source,Event ID,Task Category,Message
Error,2026-06-05 18:07:00,Service Control Manager,7000,None,An update could not be installed.
Information,2026-06-05 18:51:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Error,2026-06-05 21:40:00,Microsoft-Windows-DistributedCOM,10016,None,A service terminated unexpectedly.
Warning,2026-06-05 22:33:00,Service Control Manager,7001,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-05 22:57:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Error,2026-06-06 00:00:00,Service Control Manager,7040,None,A service terminated unexpectedly.
Warning,2026-06-06 00:00:00,Service Control Manager,7000,None,A service took longer than expected to respond.
Information,2026-06-06 01:20:00,Service Control Manager,7000,None,A user session was started.
Information,2026-06-06 02:24:00,Application Error,1001,None,A Windows service changed state.
Information,2026-06-06 02:30:00,Microsoft-Windows-WindowsUpdateClient,20,None,A Windows service changed state.
Error,2026-06-06 02:54:00,Microsoft-Windows-DistributedCOM,10010,None,An application stopped responding.
Warning,2026-06-06 03:05:00,Microsoft-Windows-DistributedCOM,10016,None,A service took longer than expected to respond.
Warning,2026-06-06 03:35:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Information,2026-06-06 04:05:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Error,2026-06-06 05:40:00,Microsoft-Windows-DistributedCOM,10010,None,A service terminated unexpectedly.
Warning,2026-06-06 06:13:00,Microsoft-Windows-Security-Auditing,4625,None,A service took longer than expected to respond.
Information,2026-06-06 06:40:00,Application Error,1000,None,The update operation completed.
Information,2026-06-06 07:01:00,Service Control Manager,7000,None,A Windows service changed state.
Information,2026-06-06 07:21:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Information,2026-06-06 07:41:00,Microsoft-Windows-Kernel-Power,41,None,A Windows service changed state.
Information,2026-06-06 09:04:00,Microsoft-Windows-Security-Auditing,4634,None,The operation completed successfully.
Information,2026-06-06 09:06:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Information,2026-06-06 09:12:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Information,2026-06-06 09:17:00,Service Control Manager,7040,None,A user session was started.
Warning,2026-06-06 09:20:00,Microsoft-Windows-WindowsUpdateClient,20,None,A device reported a recoverable condition.
Information,2026-06-06 09:23:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-06-06 10:27:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,A user session was started.
Information,2026-06-06 10:47:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Information,2026-06-06 10:47:00,Service Control Manager,7031,None,A Windows service changed state.
Warning,2026-06-06 10:50:00,Microsoft-Windows-Kernel-Power,41,None,A service took longer than expected to respond.
Warning,2026-06-06 10:57:00,Application Error,1000,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-06-06 11:28:00,Microsoft-Windows-DistributedCOM,10016,None,A service took longer than expected to respond.
Error,2026-06-06 12:11:00,Microsoft-Windows-DistributedCOM,10016,None,A user logon attempt failed.
Information,2026-06-06 12:12:00,Winlogon,6006,None,A Windows service changed state.
Information,2026-06-06 12:18:00,Service Control Manager,7000,None,The operation completed successfully.
Warning,2026-06-06 12:25:00,Microsoft-Windows-Kernel-Power,109,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-06 12:49:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,The operation completed successfully.
Warning,2026-06-06 13:07:00,Microsoft-Windows-DistributedCOM,10016,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-06-06 13:20:00,Microsoft-Windows-Kernel-Power,41,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-06 13:32:00,Service Control Manager,7000,None,The update operation completed.
Information,2026-06-06 13:54:00,Winlogon,6006,None,The update operation completed.
Information,2026-06-06 14:00:00,Microsoft-Windows-WindowsUpdateClient,31,None,A Windows service changed state.
Information,2026-06-06 15:03:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,The update operation completed.
Error,2026-06-06 16:36:00,Microsoft-Windows-DistributedCOM,10010,None,An update could not be installed.
Information,2026-06-06 17:15:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Information,2026-06-06 17:21:00,Microsoft-Windows-WindowsUpdateClient,31,None,A user session was started.
Information,2026-06-06 17:40:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Information,2026-06-06 17:58:00,Winlogon,6006,None,The update operation completed.
Information,2026-06-06 18:03:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Information,2026-06-06 18:29:00,Microsoft-Windows-Security-Auditing,4634,None,A Windows service changed state.
Information,2026-06-06 18:33:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Information,2026-06-06 18:45:00,Microsoft-Windows-Kernel-Power,109,None,The operation completed successfully.
Information,2026-06-06 20:06:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-06-06 20:11:00,Microsoft-Windows-WindowsUpdateClient,43,None,A Windows service changed state.
Information,2026-06-06 21:05:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-06-06 21:09:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Warning,2026-06-06 21:16:00,Microsoft-Windows-Kernel-Power,41,None,A device reported a recoverable condition.
Information,2026-06-06 21:36:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-06-07 00:20:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Information,2026-06-07 00:25:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Information,2026-06-07 00:27:00,Microsoft-Windows-WindowsUpdateClient,20,None,The operation completed successfully.
Information,2026-06-07 01:14:00,Winlogon,6005,None,The update operation completed.
Information,2026-06-07 01:18:00,Application Error,1000,None,A Windows service changed state.
Information,2026-06-07 01:29:00,Microsoft-Windows-WindowsUpdateClient,19,None,The update operation completed.
Information,2026-06-07 02:13:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,The operation completed successfully.
Information,2026-06-07 02:33:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-06-07 02:53:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Warning,2026-06-07 03:58:00,Service Control Manager,7040,None,A device reported a recoverable condition.
Information,2026-06-07 05:29:00,Service Control Manager,7040,None,A user session was started.
Information,2026-06-07 05:41:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-06-07 05:46:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Error,2026-06-07 06:03:00,Application Error,1000,None,An application stopped responding.
Information,2026-06-07 07:16:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-06-07 07:27:00,Microsoft-Windows-WindowsUpdateClient,31,None,A user session was started.
Information,2026-06-07 08:10:00,Service Control Manager,7040,None,The update operation completed.
Warning,2026-06-07 08:35:00,Microsoft-Windows-Kernel-Power,109,None,A device reported a recoverable condition.
Information,2026-06-07 08:54:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Warning,2026-06-07 10:01:00,Application Error,1000,None,A device reported a recoverable condition.
Error,2026-06-07 10:10:00,Service Control Manager,7001,None,An update could not be installed.
Information,2026-06-07 10:27:00,Microsoft-Windows-WindowsUpdateClient,19,None,The update operation completed.
Warning,2026-06-07 11:04:00,Microsoft-Windows-Kernel-Power,41,None,A service took longer than expected to respond.
Warning,2026-06-07 11:09:00,Service Control Manager,7000,None,A device reported a recoverable condition.
Error,2026-06-07 11:28:00,Winlogon,6005,None,A user logon attempt failed.
Warning,2026-06-07 11:56:00,Service Control Manager,7001,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-07 12:32:00,Service Control Manager,7000,None,A Windows service changed state.
Information,2026-06-07 12:33:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Information,2026-06-07 12:55:00,Application Error,1000,None,The operation completed successfully.
Information,2026-06-07 13:24:00,Service Control Manager,7001,None,A Windows service changed state.
Information,2026-06-07 13:27:00,Microsoft-Windows-Security-Auditing,4634,None,A Windows service changed state.
Information,2026-06-07 13:37:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Information,2026-06-07 14:25:00,Service Control Manager,7000,None,A user session was started.
Error,2026-06-07 14:38:00,Microsoft-Windows-WindowsUpdateClient,31,None,A service terminated unexpectedly.
Warning,2026-06-07 14:52:00,Microsoft-Windows-DistributedCOM,10010,None,A service took longer than expected to respond.
Information,2026-06-07 15:25:00,Microsoft-Windows-Security-Auditing,4634,None,The operation completed successfully.
Error,2026-06-07 16:13:00,Microsoft-Windows-DistributedCOM,10016,None,An update could not be installed.
Error,2026-06-07 17:00:00,Microsoft-Windows-Kernel-Power,41,None,A user logon attempt failed.
Information,2026-06-07 17:11:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-06-07 17:22:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Error,2026-06-07 17:56:00,Service Control Manager,7040,None,A user logon attempt failed.
Warning,2026-06-07 18:14:00,Service Control Manager,7031,None,A device reported a recoverable condition.
Information,2026-06-07 18:37:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,The operation completed successfully.
Critical,2026-06-07 18:38:00,Microsoft-Windows-DistributedCOM,10016,None,The system rebooted without cleanly shutting down first.
Warning,2026-06-07 20:19:00,Microsoft-Windows-DistributedCOM,10016,None,A service took longer than expected to respond.
Information,2026-06-07 20:20:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Information,2026-06-07 20:33:00,Microsoft-Windows-Security-Auditing,4634,None,A Windows service changed state.
Information,2026-06-07 20:48:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Critical,2026-06-07 21:13:00,Microsoft-Windows-Kernel-Power,109,None,A critical system component stopped unexpectedly.
Warning,2026-06-07 21:17:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Information,2026-06-07 21:47:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Warning,2026-06-07 22:05:00,Service Control Manager,7031,None,A service took longer than expected to respond.
Information,2026-06-07 22:17:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,The update operation completed.
Warning,2026-06-07 22:31:00,Service Control Manager,7001,None,A device reported a recoverable condition.
Warning,2026-06-07 22:31:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-06-07 23:06:00,Microsoft-Windows-WindowsUpdateClient,20,None,A device reported a recoverable condition.
Warning,2026-06-07 23:06:00,Microsoft-Windows-DistributedCOM,10010,None,A service took longer than expected to respond.
